id,topic,conceptId,verificationStatus,scoreEligible,reference,referenceUrl,stem,correctAnswer
297,פריודונטיה,perio_stage_basis,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,מהו המדד המועדף לקביעת stage ראשוני כאשר זמין?,Clinical attachment loss
298,פריודונטיה,perio_stage_basis,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,בבחינת רישוי נשאלת השאלה הבאה: מהו המדד המועדף לקביעת stage ראשוני כאשר זמין?,Clinical attachment loss
299,פריודונטיה,perio_stage_basis,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,"במקרה קליני מתאים, מהו המדד המועדף לקביעת stage ראשוני כאשר זמין?",Clinical attachment loss
300,פריודונטיה,perio_stage_basis,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,בחר את התשובה הנכונה ביותר: מהו המדד המועדף לקביעת stage ראשוני כאשר זמין?,Clinical attachment loss
301,רפואת שיניים לילדים,fluoride_water,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,מהי רמת הפלואוריד האופטימלית המקובלת במים קהילתיים לפי AAPD?,0.7 ppm
302,רפואת שיניים לילדים,fluoride_water,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,בבחינת רישוי נשאלת השאלה הבאה: מהי רמת הפלואוריד האופטימלית המקובלת במים קהילתיים לפי AAPD?,0.7 ppm
303,רפואת שיניים לילדים,fluoride_water,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,"במקרה קליני מתאים, מהי רמת הפלואוריד האופטימלית המקובלת במים קהילתיים לפי AAPD?",0.7 ppm
304,רפואת שיניים לילדים,fluoride_water,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,בחר את התשובה הנכונה ביותר: מהי רמת הפלואוריד האופטימלית המקובלת במים קהילתיים לפי AAPD?,0.7 ppm
305,רפואת שיניים לילדים,fluoride_brush,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,מהי המלצה בסיסית לילדים לגבי משחת שיניים עם פלואוריד?,פעמיים ביום בכמות מותאמת גיל
306,רפואת שיניים לילדים,fluoride_brush,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,בבחינת רישוי נשאלת השאלה הבאה: מהי המלצה בסיסית לילדים לגבי משחת שיניים עם פלואוריד?,פעמיים ביום בכמות מותאמת גיל
307,רפואת שיניים לילדים,fluoride_brush,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,"במקרה קליני מתאים, מהי המלצה בסיסית לילדים לגבי משחת שיניים עם פלואוריד?",פעמיים ביום בכמות מותאמת גיל
308,רפואת שיניים לילדים,fluoride_brush,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,בחר את התשובה הנכונה ביותר: מהי המלצה בסיסית לילדים לגבי משחת שיניים עם פלואוריד?,פעמיים ביום בכמות מותאמת גיל
309,רפואת שיניים לילדים,fluoride_prof,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,למי יש לשקול טיפול פלואוריד מקצועי?,למטופלים בסיכון לעששת בהתאם להערכת סיכון
310,רפואת שיניים לילדים,fluoride_prof,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,בבחינת רישוי נשאלת השאלה הבאה: למי יש לשקול טיפול פלואוריד מקצועי?,למטופלים בסיכון לעששת בהתאם להערכת סיכון
311,רפואת שיניים לילדים,fluoride_prof,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,"במקרה קליני מתאים, למי יש לשקול טיפול פלואוריד מקצועי?",למטופלים בסיכון לעששת בהתאם להערכת סיכון
312,רפואת שיניים לילדים,fluoride_prof,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,בחר את התשובה הנכונה ביותר: למי יש לשקול טיפול פלואוריד מקצועי?,למטופלים בסיכון לעששת בהתאם להערכת סיכון
313,רפואת שיניים לילדים,fluorosis,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,מהו הסיכון העיקרי מצריכת פלואוריד עודפת בזמן התפתחות השיניים?,Dental fluorosis
314,רפואת שיניים לילדים,fluorosis,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,בבחינת רישוי נשאלת השאלה הבאה: מהו הסיכון העיקרי מצריכת פלואוריד עודפת בזמן התפתחות השיניים?,Dental fluorosis
315,רפואת שיניים לילדים,fluorosis,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,"במקרה קליני מתאים, מהו הסיכון העיקרי מצריכת פלואוריד עודפת בזמן התפתחות השיניים?",Dental fluorosis
316,רפואת שיניים לילדים,fluorosis,verified_authoritative,True,"AAPD, Fluoride Therapy, latest revision 2023",https://www.aapd.org/research/oral-health-policies--recommendations/fluoride-therapy/,בחר את התשובה הנכונה ביותר: מהו הסיכון העיקרי מצריכת פלואוריד עודפת בזמן התפתחות השיניים?,Dental fluorosis
317,רפואת שיניים לילדים,pulp_restorability,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,"לפני טיפול מוך בשן נשירה, איזה גורם חייב להישקל?",Restorability של השן
318,רפואת שיניים לילדים,pulp_restorability,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,"בבחינת רישוי נשאלת השאלה הבאה: לפני טיפול מוך בשן נשירה, איזה גורם חייב להישקל?",Restorability של השן
319,רפואת שיניים לילדים,pulp_restorability,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,"במקרה קליני מתאים, לפני טיפול מוך בשן נשירה, איזה גורם חייב להישקל?",Restorability של השן
320,רפואת שיניים לילדים,pulp_restorability,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,"בחר את התשובה הנכונה ביותר: לפני טיפול מוך בשן נשירה, איזה גורם חייב להישקל?",Restorability של השן
321,רפואת שיניים לילדים,pulp_extraction,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,מתי יש לשקול עקירת שן נשירה במקום טיפול מוך?,כאשר אין די מבנה לשיקום או קיימת ספיגת שורש פתולוגית משמעותית
322,רפואת שיניים לילדים,pulp_extraction,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,בבחינת רישוי נשאלת השאלה הבאה: מתי יש לשקול עקירת שן נשירה במקום טיפול מוך?,כאשר אין די מבנה לשיקום או קיימת ספיגת שורש פתולוגית משמעותית
323,רפואת שיניים לילדים,pulp_extraction,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,"במקרה קליני מתאים, מתי יש לשקול עקירת שן נשירה במקום טיפול מוך?",כאשר אין די מבנה לשיקום או קיימת ספיגת שורש פתולוגית משמעותית
324,רפואת שיניים לילדים,pulp_extraction,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,בחר את התשובה הנכונה ביותר: מתי יש לשקול עקירת שן נשירה במקום טיפול מוך?,כאשר אין די מבנה לשיקום או קיימת ספיגת שורש פתולוגית משמעותית
325,רפואת שיניים לילדים,pulp_isolation,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,מה מומלץ לגבי בידוד במהלך pulp therapy בילדים?,Rubber dam או בידוד יעיל מקביל
326,רפואת שיניים לילדים,pulp_isolation,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,בבחינת רישוי נשאלת השאלה הבאה: מה מומלץ לגבי בידוד במהלך pulp therapy בילדים?,Rubber dam או בידוד יעיל מקביל
327,רפואת שיניים לילדים,pulp_isolation,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,"במקרה קליני מתאים, מה מומלץ לגבי בידוד במהלך pulp therapy בילדים?",Rubber dam או בידוד יעיל מקביל
328,רפואת שיניים לילדים,pulp_isolation,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,בחר את התשובה הנכונה ביותר: מה מומלץ לגבי בידוד במהלך pulp therapy בילדים?,Rubber dam או בידוד יעיל מקביל
329,רפואת שיניים לילדים,pulp_followup,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,מה נדרש לאחר pulp therapy בשן נשירה?,מעקב קליני ורדיוגרפי תקופתי
330,רפואת שיניים לילדים,pulp_followup,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,בבחינת רישוי נשאלת השאלה הבאה: מה נדרש לאחר pulp therapy בשן נשירה?,מעקב קליני ורדיוגרפי תקופתי
331,רפואת שיניים לילדים,pulp_followup,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,"במקרה קליני מתאים, מה נדרש לאחר pulp therapy בשן נשירה?",מעקב קליני ורדיוגרפי תקופתי
332,רפואת שיניים לילדים,pulp_followup,verified_authoritative,True,"AAPD, Pulp Therapy for Primary and Immature Permanent Teeth",https://www.aapd.org/globalassets/assets/1/7/g-pulp.pdf,בחר את התשובה הנכונה ביותר: מה נדרש לאחר pulp therapy בשן נשירה?,מעקב קליני ורדיוגרפי תקופתי
333,רפואת שיניים לילדים,behavior_plan,verified_authoritative,True,"AAPD, Behavior Guidance for the Pediatric Dental Patient, revision 2024",https://www.aapd.org/globalassets/media/policies_guidelines/bp_behavguide25.pdf,מה צריך להיכלל בתכנון behavior guidance?,"היסטוריה רפואית, מזג, צרכי טיפול, כאב והסכמה מדעת"
334,רפואת שיניים לילדים,behavior_plan,verified_authoritative,True,"AAPD, Behavior Guidance for the Pediatric Dental Patient, revision 2024",https://www.aapd.org/globalassets/media/policies_guidelines/bp_behavguide25.pdf,בבחינת רישוי נשאלת השאלה הבאה: מה צריך להיכלל בתכנון behavior guidance?,"היסטוריה רפואית, מזג, צרכי טיפול, כאב והסכמה מדעת"
335,רפואת שיניים לילדים,behavior_plan,verified_authoritative,True,"AAPD, Behavior Guidance for the Pediatric Dental Patient, revision 2024",https://www.aapd.org/globalassets/media/policies_guidelines/bp_behavguide25.pdf,"במקרה קליני מתאים, מה צריך להיכלל בתכנון behavior guidance?","היסטוריה רפואית, מזג, צרכי טיפול, כאב והסכמה מדעת"
336,רפואת שיניים לילדים,behavior_plan,verified_authoritative,True,"AAPD, Behavior Guidance for the Pediatric Dental Patient, revision 2024",https://www.aapd.org/globalassets/media/policies_guidelines/bp_behavguide25.pdf,בחר את התשובה הנכונה ביותר: מה צריך להיכלל בתכנון behavior guidance?,"היסטוריה רפואית, מזג, צרכי טיפול, כאב והסכמה מדעת"
337,רפואת שיניים לילדים,behavior_consent,verified_authoritative,True,"AAPD, Behavior Guidance for the Pediatric Dental Patient, revision 2024",https://www.aapd.org/globalassets/media/policies_guidelines/bp_behavguide25.pdf,"לפני שימוש בטכניקת behavior guidance מתקדמת, מה חשוב?","הסכמה מדעת עם סיכונים, תועלות וחלופות"
338,רפואת שיניים לילדים,behavior_consent,verified_authoritative,True,"AAPD, Behavior Guidance for the Pediatric Dental Patient, revision 2024",https://www.aapd.org/globalassets/media/policies_guidelines/bp_behavguide25.pdf,"בבחינת רישוי נשאלת השאלה הבאה: לפני שימוש בטכניקת behavior guidance מתקדמת, מה חשוב?","הסכמה מדעת עם סיכונים, תועלות וחלופות"
339,רפואת שיניים לילדים,behavior_consent,verified_authoritative,True,"AAPD, Behavior Guidance for the Pediatric Dental Patient, revision 2024",https://www.aapd.org/globalassets/media/policies_guidelines/bp_behavguide25.pdf,"במקרה קליני מתאים, לפני שימוש בטכניקת behavior guidance מתקדמת, מה חשוב?","הסכמה מדעת עם סיכונים, תועלות וחלופות"
340,רפואת שיניים לילדים,behavior_consent,verified_authoritative,True,"AAPD, Behavior Guidance for the Pediatric Dental Patient, revision 2024",https://www.aapd.org/globalassets/media/policies_guidelines/bp_behavguide25.pdf,"בחר את התשובה הנכונה ביותר: לפני שימוש בטכניקת behavior guidance מתקדמת, מה חשוב?","הסכמה מדעת עם סיכונים, תועלות וחלופות"
341,בקרת זיהומים ואתיקה,ic_hand,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,מהו האמצעי החשוב ביותר למניעת העברת זיהומים במרפאת שיניים?,Hand hygiene
342,בקרת זיהומים ואתיקה,ic_hand,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בבחינת רישוי נשאלת השאלה הבאה: מהו האמצעי החשוב ביותר למניעת העברת זיהומים במרפאת שיניים?,Hand hygiene
343,בקרת זיהומים ואתיקה,ic_hand,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"במקרה קליני מתאים, מהו האמצעי החשוב ביותר למניעת העברת זיהומים במרפאת שיניים?",Hand hygiene
344,בקרת זיהומים ואתיקה,ic_hand,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בחר את התשובה הנכונה ביותר: מהו האמצעי החשוב ביותר למניעת העברת זיהומים במרפאת שיניים?,Hand hygiene
345,בקרת זיהומים ואתיקה,ic_soiled,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"כאשר הידיים מלוכלכות לעין בדם או נוזלי גוף, מה מומלץ?",Soap and water
346,בקרת זיהומים ואתיקה,ic_soiled,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"בבחינת רישוי נשאלת השאלה הבאה: כאשר הידיים מלוכלכות לעין בדם או נוזלי גוף, מה מומלץ?",Soap and water
347,בקרת זיהומים ואתיקה,ic_soiled,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"במקרה קליני מתאים, כאשר הידיים מלוכלכות לעין בדם או נוזלי גוף, מה מומלץ?",Soap and water
348,בקרת זיהומים ואתיקה,ic_soiled,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"בחר את התשובה הנכונה ביותר: כאשר הידיים מלוכלכות לעין בדם או נוזלי גוף, מה מומלץ?",Soap and water
349,בקרת זיהומים ואתיקה,ic_before_after,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,מתי יש לבצע hand hygiene ביחס לטיפול במטופל?,לפני ואחרי כל מטופל
350,בקרת זיהומים ואתיקה,ic_before_after,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בבחינת רישוי נשאלת השאלה הבאה: מתי יש לבצע hand hygiene ביחס לטיפול במטופל?,לפני ואחרי כל מטופל
351,בקרת זיהומים ואתיקה,ic_before_after,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"במקרה קליני מתאים, מתי יש לבצע hand hygiene ביחס לטיפול במטופל?",לפני ואחרי כל מטופל
352,בקרת זיהומים ואתיקה,ic_before_after,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בחר את התשובה הנכונה ביותר: מתי יש לבצע hand hygiene ביחס לטיפול במטופל?,לפני ואחרי כל מטופל
353,בקרת זיהומים ואתיקה,ic_gloves,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,מה נכון לגבי hand hygiene וכפפות?,יש לבצע לפני לבישת כפפות ומיד לאחר הסרתן
354,בקרת זיהומים ואתיקה,ic_gloves,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בבחינת רישוי נשאלת השאלה הבאה: מה נכון לגבי hand hygiene וכפפות?,יש לבצע לפני לבישת כפפות ומיד לאחר הסרתן
355,בקרת זיהומים ואתיקה,ic_gloves,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"במקרה קליני מתאים, מה נכון לגבי hand hygiene וכפפות?",יש לבצע לפני לבישת כפפות ומיד לאחר הסרתן
356,בקרת זיהומים ואתיקה,ic_gloves,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בחר את התשובה הנכונה ביותר: מה נכון לגבי hand hygiene וכפפות?,יש לבצע לפני לבישת כפפות ומיד לאחר הסרתן
357,בקרת זיהומים ואתיקה,ic_surgical,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"לפני פרוצדורה כירורגית דנטלית, מה נדרש?",Surgical hand antisepsis ולבישת כפפות כירורגיות סטריליות
358,בקרת זיהומים ואתיקה,ic_surgical,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"בבחינת רישוי נשאלת השאלה הבאה: לפני פרוצדורה כירורגית דנטלית, מה נדרש?",Surgical hand antisepsis ולבישת כפפות כירורגיות סטריליות
359,בקרת זיהומים ואתיקה,ic_surgical,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"במקרה קליני מתאים, לפני פרוצדורה כירורגית דנטלית, מה נדרש?",Surgical hand antisepsis ולבישת כפפות כירורגיות סטריליות
360,בקרת זיהומים ואתיקה,ic_surgical,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"בחר את התשובה הנכונה ביותר: לפני פרוצדורה כירורגית דנטלית, מה נדרש?",Surgical hand antisepsis ולבישת כפפות כירורגיות סטריליות
361,בקרת זיהומים ואתיקה,ic_reschedule,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,מטופל עם מחלה זיהומית פעילה מגיע לטיפול לא דחוף. מה הגישה?,לשקול דחיית טיפול לא דחוף עד שאינו מדבק
362,בקרת זיהומים ואתיקה,ic_reschedule,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בבחינת רישוי נשאלת השאלה הבאה: מטופל עם מחלה זיהומית פעילה מגיע לטיפול לא דחוף. מה הגישה?,לשקול דחיית טיפול לא דחוף עד שאינו מדבק
363,בקרת זיהומים ואתיקה,ic_reschedule,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"במקרה קליני מתאים, מטופל עם מחלה זיהומית פעילה מגיע לטיפול לא דחוף. מה הגישה?",לשקול דחיית טיפול לא דחוף עד שאינו מדבק
364,בקרת זיהומים ואתיקה,ic_reschedule,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בחר את התשובה הנכונה ביותר: מטופל עם מחלה זיהומית פעילה מגיע לטיפול לא דחוף. מה הגישה?,לשקול דחיית טיפול לא דחוף עד שאינו מדבק
365,בקרת זיהומים ואתיקה,ic_ppe,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,מה מטרת PPE במרפאת שיניים?,"להגן על עור, עיניים, אף, פה וביגוד מחשיפה לחומרים זיהומיים"
366,בקרת זיהומים ואתיקה,ic_ppe,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בבחינת רישוי נשאלת השאלה הבאה: מה מטרת PPE במרפאת שיניים?,"להגן על עור, עיניים, אף, פה וביגוד מחשיפה לחומרים זיהומיים"
367,בקרת זיהומים ואתיקה,ic_ppe,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"במקרה קליני מתאים, מה מטרת PPE במרפאת שיניים?","להגן על עור, עיניים, אף, פה וביגוד מחשיפה לחומרים זיהומיים"
368,בקרת זיהומים ואתיקה,ic_ppe,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בחר את התשובה הנכונה ביותר: מה מטרת PPE במרפאת שיניים?,"להגן על עור, עיניים, אף, פה וביגוד מחשיפה לחומרים זיהומיים"
369,בקרת זיהומים ואתיקה,ic_standard,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,על מי חלות Standard Precautions?,על כל המטופלים
370,בקרת זיהומים ואתיקה,ic_standard,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בבחינת רישוי נשאלת השאלה הבאה: על מי חלות Standard Precautions?,על כל המטופלים
371,בקרת זיהומים ואתיקה,ic_standard,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"במקרה קליני מתאים, על מי חלות Standard Precautions?",על כל המטופלים
372,בקרת זיהומים ואתיקה,ic_standard,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בחר את התשובה הנכונה ביותר: על מי חלות Standard Precautions?,על כל המטופלים
373,בקרת זיהומים ואתיקה,ic_sharps,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,כיצד יש לנהל חפצים חדים מזוהמים?,להשליך למכל sharps עמיד לניקוב
374,בקרת זיהומים ואתיקה,ic_sharps,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בבחינת רישוי נשאלת השאלה הבאה: כיצד יש לנהל חפצים חדים מזוהמים?,להשליך למכל sharps עמיד לניקוב
375,בקרת זיהומים ואתיקה,ic_sharps,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"במקרה קליני מתאים, כיצד יש לנהל חפצים חדים מזוהמים?",להשליך למכל sharps עמיד לניקוב
376,בקרת זיהומים ואתיקה,ic_sharps,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בחר את התשובה הנכונה ביותר: כיצד יש לנהל חפצים חדים מזוהמים?,להשליך למכל sharps עמיד לניקוב
377,בקרת זיהומים ואתיקה,ic_singleuse,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,מה נכון לגבי פריט רפואי המוגדר single-use?,מיועד לשימוש במטופל אחד ולהשלכה
378,בקרת זיהומים ואתיקה,ic_singleuse,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בבחינת רישוי נשאלת השאלה הבאה: מה נכון לגבי פריט רפואי המוגדר single-use?,מיועד לשימוש במטופל אחד ולהשלכה
379,בקרת זיהומים ואתיקה,ic_singleuse,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,"במקרה קליני מתאים, מה נכון לגבי פריט רפואי המוגדר single-use?",מיועד לשימוש במטופל אחד ולהשלכה
380,בקרת זיהומים ואתיקה,ic_singleuse,verified_authoritative,True,"CDC, Summary of Infection Prevention Practices in Dental Settings",https://www.cdc.gov/dental-infection-control/media/pdfs/2024/07/safe-care2.pdf,בחר את התשובה הנכונה ביותר: מה נכון לגבי פריט רפואי המוגדר single-use?,מיועד לשימוש במטופל אחד ולהשלכה
